ID,ANO,MES,MARCA,MODELO,TIPOVEHICULO,KM_MES,GrCo2_km,GrCo2
915,2023,5,01709 - SEAT,ALHAMBRA,40 - TURISMO,911,150,137
916,2023,5,03670 - IVECO,70C18,03 - CAMION FURGON,186,214,40
919,2023,5,02009 - VOLKSWAGEN,PASSAT CC,40 - TURISMO,788,137,108
923,2023,5,01551 - RENAULT,KANGOO EXPRESS Z.E.,20 - FURGONETA,540,0,0
934,2023,5,01885 - TOYOTA,AURIS HSD ACTIV,40 - TURISMO,0,89,0
944,2023,5,01382 - NISSAN,KUBISTAR,20 - FURGONETA,318,147,47
946,2023,5,01709 - SEAT,ALTEA,40 - TURISMO,844,142,120
949,2023,6,00678 - FIAT,IDEA,40 - TURISMO,55,124,7
950,2023,6,01476 - PEUGEOT,BOXER,30 - AUTOBUS,131,235,31
951,2023,6,13461 - FORD-CNG-TECHNIK,MONDEO HÍBRIDO,40 - TURISMO,3029,101,306
968,2023,6,01709 - SEAT,LEON 1.9,40 - TURISMO,866,135,117
969,2023,6,01291 - MITSUBISHI,L 200,02 - CAMION CAJA,565,173,98
970,2023,6,01709 - SEAT,ALHAMBRA,40 - TURISMO,3108,150,466
977,2023,6,00388 - CITROEN,C2,03 - CAMION FURGON,447,113,51
982,2023,6,00678 - FIAT,DOBLO,20 - FURGONETA,2239,133,298
984,2023,6,01885 - TOYOTA,TOYOTA YARIS HYBRID,40 - TURISMO,781,84,66
985,2023,6,01709 - SEAT,TOLEDO,40 - TURISMO,1254,106,133
986,2023,6,01885 - TOYOTA,TOYOTA YARIS HYBRID,40 - TURISMO,110,84,9
989,2023,6,01885 - TOYOTA,AURIS HSD ACTIV,40 - TURISMO,0,89,0
990,2023,6,01885 - TOYOTA,AURIS HSD ACTIV,40 - TURISMO,255,89,23
992,2023,6,01382 - NISSAN,NISSAN E-NV200,20 - FURGONETA,388,0,0
1002,2023,6,03670 - IVECO,CC80E18M P,00 - CAMION,2099,220,462
